gap,band,Company,What they are,Kind of business,HQ,Country,Staff (company),Capacity MW,Hyperscale focus,People we have mapped,Ward searches,Already linked to,Website,LinkedIn,Where the name came from,company_id
no connection at all,C · Small or unknown scale,DELSKA,DC developer / operator,Pure-play data center,Riga,Riga,51-200,16,,,,,https://delska.com/,https://www.linkedin.com/company/delska/?_gl=1*1y7o3y2*_gcl_au*MTA2MzAyODUwMi4xNzc0NTMwMTc3*_ga*MTkxNzM2ODc3Ny4xNzc0NTMwMTc3*_ga_MN9ZL4E6FH*czE3NzQ1MzAxNzckbzEkZzAkdDE3NzQ1MzAxNzckajYwJGwwJGg0MTk0MTg2Nzg.*_ga_T1WWK6CTZ8*czE3NzQ1MzAxNzckbzEkZzAkdDE3NzQ1MzAxNzckajYwJGwwJGgxNjcwNzkxNzM5*_ga_KR92TS05MZ*czE3NzQ1MzAxNzckbzEkZzAkdDE3NzQ1MzAxNzckajYwJGwwJGg4ODA4MDM1Mjk.,Data Centre Developer,delska
no connection at all,C · Small or unknown scale,CE Colo,DC developer / operator,Pure-play data center,"Prague, Czech Republic",Czech Republic,11 to 50,16,,,,,https://www.cecolo.com/?gad_source=1&gad_campaignid=21196338905&gbraid=0AAAAADPLDYyHU7Sk1pX5K6QL070Z4v_DZ&gclid=Cj0KCQjwj47OBhCmARIsAF5wUEFIBpZmzTmzGq5MTV7xkL8GZG9j8xSeK9HSFSJToA8gsm9nuvzzuMEaAuJyEALw_wcB,https://www.linkedin.com/company/ce-colo/,Data Centre Developer,ce-colo
no connection at all,C · Small or unknown scale,3data,DC developer / operator,Pure-play data center,"San Francisco, California",California,11 to 50,16,,,,,https://3data.io,https://www.linkedin.com/company/3data/,Data Centre Developer,3data
no connection at all,C · Small or unknown scale,Kolo DC,DC developer / operator,Pure-play data center,"Stockholm, Sweden",Sweden,51-200,16,,,,,https://kolodc.com/,https://www.linkedin.com/company/kolo-dc/,Data Centre Developer,kolo-dc
no connection at all,C · Small or unknown scale,Eurofiber Cloud Infra,DC developer / operator,Pure-play data center,,,,15,,,,,,,Data Centre Developer,eurofiber-cloud-infra
no connection at all,C · Small or unknown scale,ValorC3,DC developer / operator,Pure-play data center,"St George, Utah, United States",United States,11 to 50,15,,,,,https://valorc3.com/,https://www.linkedin.com/company/valorc3datacenters/,Data Centre Developer,valorc3
no connection at all,C · Small or unknown scale,SBA Edge,DC developer / operator,Pure-play data center,"Boca Raton, Florida, United States",United States,51-200,15,,,,,https://www.sbaedge.com/,https://www.linkedin.com/company/sbaedge/,Data Centre Developer,sba-edge
no connection at all,C · Small or unknown scale,fragmentiX,DC developer / operator,Pure-play data center,,,,15,,,,,https://www.fragmentix.com,,Data Centre Developer,fragmentix
no connection at all,C · Small or unknown scale,Queensway Park Data Centres,DC developer / operator,Pure-play data center,,,,15,,,,,,,Data Centre Developer,queensway-park-data-centres
no connection at all,C · Small or unknown scale,Quest Technology Management,DC developer / operator,Pure-play data center,"Roseville, California, United States",United States,51-200,15,,,,,http://www.questsys.com,https://www.linkedin.com/company/quest-media-&-supplies-inc-/,Data Centre Developer,quest-technology-management
no connection at all,C · Small or unknown scale,Sakura Internet,DC developer / operator,Pure-play data center,"Torrance, California, United States",United States,1 to 10,15,,,,,http://sakurainternetusa.com,https://www.linkedin.com/company/sakura-internet-usa/about/,Data Centre Developer,sakura-internet
no connection at all,C · Small or unknown scale,Nautilus Data Technologies,DC developer / operator,Pure-play data center,"Pleasanton, California, United States",United States,11 to 50,14,,1,,,http://www.nautilusdt.com,https://www.linkedin.com/company/nautilusdatatechnologies/,Data Centre Developer,nautilus-data-technologies
no connection at all,C · Small or unknown scale,MDXi,DC developer / operator,Pure-play data center,"Lagos, Nigeria",Nigeria,201-500,14,,,,,https://mdx-i.com/,https://www.linkedin.com/showcase/mdxi-data-center/,Data Centre Developer,mdxi
no connection at all,C · Small or unknown scale,Optage,DC developer / operator,Pure-play data center,"Osaka, Japan",Japan,,14,,,,,https://optage.co.jp/en/,,Data Centre Developer,optage
no connection at all,C · Small or unknown scale,Rack Centre,DC developer / operator,Pure-play data center,"Ikeja, Lagos, Nigeria",Nigeria,11 to 50,14,,,,,http://www.rack-centre.com,https://www.linkedin.com/company/rackcentre/,Data Centre Developer,rack-centre
no connection at all,C · Small or unknown scale,GleSYS,DC developer / operator,Pure-play data center,Falkenberg,Falkenberg,51-200,13,,,,,https://glesys.com/,https://www.linkedin.com/company/glesys/,Data Centre Developer,glesys
no connection at all,C · Small or unknown scale,Takoda Data Centers,DC developer / operator,Pure-play data center,"Sao Paulo, Brazil",Brazil,201-500,13,,,,,http://takodadatacenters.com/,https://www.linkedin.com/company/takodadatacenters/,Data Centre Developer,takoda-data-centers
no connection at all,C · Small or unknown scale,Nation Data Center,DC developer / operator,Pure-play data center,"Paris, France",France,11 to 50,13,,1,,,https://nationdatacenter.fr/,https://www.linkedin.com/company/nation-data-center-groupe-altarea/,Data Centre Developer,nation-data-center
no connection at all,C · Small or unknown scale,Adgar,DC developer / operator,Pure-play data center,,,,13,,,,,,,Data Centre Developer,adgar
no connection at all,C · Small or unknown scale,New Jersey Fiber Exchange,DC developer / operator,Pure-play data center,"Wall Township, New Jersey, United States",United States,11 to 50,13,,,,,https://njfx.net/,https://www.linkedin.com/company/njfx/,Data Centre Developer,new-jersey-fiber-exchange
no connection at all,C · Small or unknown scale,China Economic Cloud Data Technology (Shanghai),DC developer / operator,Pure-play data center,China,China,,12,,,,,https://www.dcbyte.com/company/china-economic-cloud-data-technology-shanghai/,,Data Centre Developer,china-economic-cloud-data-technology
no connection at all,C · Small or unknown scale,Digital Parks Africa,DC developer / operator,Pure-play data center,Centurion,Centurion,51-200,12,,,,,http://www.dpa.host,https://www.linkedin.com/company/digital-parks-africa/,Data Centre Developer,digital-parks-africa
no connection at all,C · Small or unknown scale,GSI,DC developer / operator,Pure-play data center,"Tampa, Florida",Florida,11 to 50,12,,,,,http://www.gsicorp.com,https://www.linkedin.com/company/gsi/,Data Centre Developer,gsi
no connection at all,C · Small or unknown scale,Puyou Data Technology,DC developer / operator,Pure-play data center,,,,12,,,,,,,Data Centre Developer,puyou-data-technology
no connection at all,C · Small or unknown scale,Quântico,DC developer / operator,Pure-play data center,,,,12,,,,,,,Data Centre Developer,qu-ntico
no connection at all,C · Small or unknown scale,Shanghai China Transmission Network Technology,DC developer / operator,Pure-play data center,"Shanghai, China",China,,12,,,,,,,Data Centre Developer,shanghai-china-transmission-network-technology
no connection at all,C · Small or unknown scale,Shanghai Huayu Electronic Engineering,DC developer / operator,Pure-play data center,"Shanghai, China",China,,12,,,,,,,Data Centre Developer,shanghai-huayu-electronic-engineering
no connection at all,C · Small or unknown scale,Shanghai Qisi Cloud Computing,DC developer / operator,Pure-play data center,"Shanghai, China",China,,12,,,,,,,Data Centre Developer,shanghai-qisi-cloud-computing
no connection at all,C · Small or unknown scale,Shanghai Xinguan Network Technology,DC developer / operator,Pure-play data center,"Shanghai, China",China,,12,,,,,https://www.dcbyte.com/company/shanghai-xinguan-network-technology/,,Data Centre Developer,shanghai-xinguan-network-technology
no connection at all,C · Small or unknown scale,Trentino Data Mine,DC developer / operator,Pure-play data center,"Trentino, Italy",Italy,1 to 10,12,,,,,www.intacture.it,https://www.linkedin.com/company/trentino-datamine/,Data Centre Developer,trentino-data-mine
no connection at all,C · Small or unknown scale,T4,DC developer / operator,Pure-play data center,"San Francisco, California, United States",United States,1 to 10,12,,,,,https://www.t4.ai/,https://www.linkedin.com/company/t4ai/,Data Centre Developer,t4
no connection at all,C · Small or unknown scale,BroadBand Tower,DC developer / operator,Pure-play data center,,,11 to 50,12,,,,,https://www.bbtower.co.jp/en/corporate/,,Data Centre Developer,broadband-tower
no connection at all,C · Small or unknown scale,DreamMark1,DC developer / operator,Pure-play data center,Seoul,Seoul,51-200,12,,,,,https://www.dream-mark1.co.kr,https://www.linkedin.com/company/dreammark1/,Data Centre Developer,dreammark1
no connection at all,C · Small or unknown scale,Wingu.Africa,DC developer / operator,Pure-play data center,Mauritius,Mauritius,51-200,12,,,,,https://www.wingu.africa/,https://www.linkedin.com/company/wingu-africa-group/,Data Centre Developer,wingu-africa
no connection at all,C · Small or unknown scale,Aventus Data Centers,DC developer / operator,Pure-play data center,"Eden Prairie, Minnesota, United States",United States,,11,,,,,https://aventusdatacenters.com/,,Data Centre Developer,aventus-data-centers
no connection at all,C · Small or unknown scale,I-Net Corporation,DC developer / operator,Pure-play data center,,,,11,,,,,,,Data Centre Developer,i-net-corporation
no connection at all,C · Small or unknown scale,iomart,DC developer / operator,Pure-play data center,"Glasgow, United Kingdom",United Kingdom,201-500,11,,,,,https://www.iomart.com,https://www.linkedin.com/company/iomart/,Data Centre Developer,iomart
no connection at all,C · Small or unknown scale,US Signal,DC developer / operator,Pure-play data center,"Grand Rapids, Michigan, United States",United States,201-500,11,,,,,https://www.ussignal.com,https://www.linkedin.com/company/us-signal/,Data Centre Developer,us-signal
no connection at all,C · Small or unknown scale,Sequitor Edge LLC,DC developer / operator,Pure-play data center,"Omaha, United States",United States,11 to 50,10,,,,,https://sequitoredge.com,https://www.linkedin.com/company/sequitor-edge-llc/,Data Centre Developer,sequitor-edge-llc
no connection at all,C · Small or unknown scale,ITnow,DC developer / operator,Pure-play data center,,,,10,,,,,,,Data Centre Developer,itnow
